#pos_x,pos_y,vertical,horizontal,magnitude
19,3.5,-26.11686094,35.60959002,44.16031393
19.5,3.5,-25.36606943,36.84205995,44.73002191
20,3.5,-24.19370448,36.87096069,44.09992153
20,3,-9.47044748,44.91520398,45.90277687
19.5,3,-10.39973087,44.25935022,45.46476091
19,3,-8.199840742,44.78458717,45.52907462
18.5,3,-4.134056798,45.22319139,45.4117547
18,3,-1.479550842,45.09709771,45.12136183
17.5,3,-3.08104944,44.58327839,44.68961375
17,3,-6.203406986,42.89060501,43.33689256
15.5,3,-15.00023687,43.66777638,46.17230555
15,3,-12.39095015,43.36710861,45.10256927
14.5,3,-11.13471838,43.89539926,45.28562719
14,3,-12.51073081,42.77790188,44.56980228
13.5,3,-18.55380567,39.67503259,43.79899446
13,3,-15.7601639,39.65549997,42.67249048
12.5,3,-16.4495529,37.72744596,41.15759917
12,3,-16.54767298,38.07905212,41.5191485
11.5,3,-16.64848045,39.05100903,42.45177508
11,3,-17.21715618,39.93855658,43.49159423
10.5,3,-16.52837908,41.58981497,44.75377106
10,3,-15.987763,42.3180203,45.23741159
9.5,3,-13.18144169,43.09910125,45.06975631
9,3,-13.16438008,43.49058634,45.43932222
8.5,3,-10.63018216,43.84890997,45.11903897
8,3,-6.487155317,44.52196022,44.9920896
7.5,3,-9.283309072,44.19522767,45.15969415
7,3,-9.160501431,44.34177918,45.27812018
6.5,3,-6.593176109,45.32425196,45.80128587
6,3,-5.630800592,44.68616469,45.03952964
5.5,3,-6.917288961,44.33777018,44.87412117
5,3,-8.186611115,44.34254416,45.09192638
4.5,3,-10.58340996,43.7722087,45.03348555
3,3,-16.14804204,44.26202623,47.1156686
2.5,3,-11.53294602,45.94715033,47.37245473
2,3,-8.419612844,46.58633654,47.34106708
1.5,3,-6.930973044,45.48816008,46.01316219
1,3,-5.946248085,44.81194807,45.20474042
0.5,3,-3.782805961,44.66988301,44.82976766
0,3,-2.015972114,44.27028799,44.3161657
0,2.5,-32.74974867,32.25317897,45.96535208
0.5,2.5,-32.69328978,32.53508286,46.12356029
1,2.5,-32.91404121,32.29712424,46.11332067
1.5,2.5,-32.67502712,33.81343692,47.02133466
2,2.5,-33.13012639,33.67977066,47.24332997
2.5,2.5,-33.32314844,34.5979757,48.03594638
3,2.5,-33.2738915,34.60677938,48.00813509
3.5,2.5,-31.8458701,36.58986814,48.50750347
4.5,2.5,-34.08137741,30.17064686,45.51712005
5,2.5,-33.87256287,30.8656465,45.82617865
5.5,2.5,-33.28912727,30.9383119,45.44606845
6,2.5,-33.16189897,31.74201993,45.904982
6.5,2.5,-31.49784737,32.13674787,44.99872168
7,2.5,-31.53219932,31.50173181,44.57172535
7.5,2.5,-30.53199452,31.43619509,43.82279146
8,2.5,-29.42981648,31.37726828,43.01914763
8.5,2.5,-28.12313057,33.26119941,43.5570644
9,2.5,-27.63799405,33.07197042,43.10004573
9.5,2.5,-27.51569611,33.66581024,43.47988398
10,2.5,-29.25424354,33.17163925,44.22859274
10.5,2.5,-27.52983318,33.98465617,43.73612431
11,2.5,-29.39136941,30.62280341,42.44536117
11.5,2.5,-27.53461649,31.89302577,42.13454874
12,2.5,-28.40116441,30.68385658,41.81058711
12.5,2.5,-26.32184755,33.47175709,42.58166485
13,2.5,-26.4771641,34.10879456,43.17927842
13.5,2.5,-26.56872641,35.11371172,44.03260126
14,2.5,-26.4339047,35.43877159,44.21151264
14.5,2.5,-25.2137376,36.92430286,44.71170658
15,2.5,-25.72944914,35.98517944,44.23728849
15.5,2.5,-28.69481456,33.91596897,44.42617847
16.5,2.5,-23.59359988,36.07704682,43.10697463
17,2.5,-28.38197721,34.60151881,44.75267293
17.5,2.5,-29.20417727,34.41005479,45.1324256
18,2.5,-27.75858794,36.92487186,46.19507946
18.5,2.5,-26.39836675,39.05843353,47.14270884
19,2.5,-25.32528926,39.28243096,46.73841737
19.5,2.5,-25.42222657,39.33167989,46.83236751
20,2.5,-23.63658212,40.65115272,47.02344343
20,2,3.673849862,48.62089752,48.75950008
19.5,2,5.880781617,48.3731544,48.72931006
19,2,8.779847276,48.19518625,48.98838328
18.5,2,12.02520184,46.77979302,48.30066784
18,2,14.65422507,45.79848859,48.08583856
17.5,2,14.58838755,44.9057263,47.21594334
17,2,10.70411674,44.23661048,45.51324886
16.5,2,12.24569719,43.05714383,44.76465944
16,2,12.03159436,41.62979699,43.3335812
15.5,2,10.78424072,42.80591364,44.14347166
15,2,14.84674588,43.02955545,45.51888076
14.5,2,13.80696381,42.7400189,44.91482456
14,2,8.499360826,43.44738631,44.27092174
13.5,2,12.53159093,42.68289596,44.48449594
13,2,9.059498524,42.43588283,43.39214981
12.5,2,5.855577445,42.3133208,42.71656476
12,2,6.510967634,41.95525289,42.45746042
11.5,2,12.18090313,40.70001855,42.48371348
11,2,-0.043031282,42.87841004,42.87843164
10.5,2,-1.30090221,43.34790283,43.36741895
10,2,2.332523878,43.479073,43.54159456
9.5,2,5.029750492,42.75787816,43.05269486
9,2,3.782045055,41.90048967,42.07083194
8.5,2,5.469402018,41.71958248,42.07657211
8,2,4.329674106,41.99857704,42.22116237
7.5,2,7.501114259,42.39056413,43.04911895
7,2,10.52286408,42.34815339,43.63595724
6.5,2,13.67117733,42.68671541,44.82250286
6,2,17.81126977,41.86324035,45.49474941
5.5,2,15.61146012,42.59021702,45.36126402
5,2,16.87156243,42.75060952,45.9593759
4.5,2,19.44615193,41.0791823,45.44944492
4,2,17.73849967,42.05965696,45.6472246
3.5,2,21.24594282,42.22106247,47.26529597
3,2,22.97001973,41.64847719,47.56277387
2.5,2,24.35078326,40.34006925,47.11986665
2,2,21.13240311,41.73926452,46.78402146
1.5,2,18.26365032,42.64175876,46.38836614
1,2,15.09036805,43.29930576,45.85356134
0.5,2,4.445053236,45.22527157,45.44319187
0,2,6.408920948,45.00274183,45.45680411
0,1.5,-31.81796086,33.3978899,46.12810079
0.5,1.5,-31.17812652,33.02142373,45.41464519
1,1.5,-29.83926324,34.42510232,45.55731885
1.5,1.5,-26.9620671,36.08105559,45.04215397
2,1.5,-28.8947172,35.07474497,45.44383805
2.5,1.5,-27.33822404,36.536523,45.6321817
3,1.5,-27.9882063,37.07223594,46.45094584
3.5,1.5,-27.80386504,36.55556257,45.92781365
4,1.5,-29.69695904,33.93216686,45.0921426
4.5,1.5,-27.83410563,35.47689225,45.09265261
5,1.5,-26.05194366,35.85848636,44.32307314
5.5,1.5,-25.21458194,35.76431614,43.75912992
6,1.5,-23.0727381,37.05916798,43.65470392
6.5,1.5,-23.12436839,36.18219369,42.9405118
7,1.5,-20.78954266,36.41249002,41.92939916
7.5,1.5,-21.12470009,35.12941693,40.99181489
8,1.5,-19.54157254,35.74754307,40.74015087
8.5,1.5,-19.7436735,35.41500048,40.54670027
9,1.5,-16.80153842,36.04497666,39.76848043
9.5,1.5,-19.64294588,35.7809654,40.81816762
10,1.5,-19.94377354,36.60078956,41.68179338
10.5,1.5,-18.95841501,37.13504939,41.69452474
11,1.5,-15.78031168,37.77316717,40.93690749
11.5,1.5,-19.29312144,36.46893261,41.25781842
12,1.5,-18.15384965,37.09987812,41.30330754
12.5,1.5,-16.44139624,38.03290191,41.4345404
13,1.5,-17.89770785,38.57645456,42.52611895
13.5,1.5,-16.83060538,39.71037486,43.12984059
14,1.5,-18.4573705,40.32909442,44.35211813
14.5,1.5,-18.96043473,40.62372531,44.83062728
15,1.5,-16.68592469,40.76643401,44.04908881
15.5,1.5,-19.88963833,40.14675248,44.80356512
16,1.5,-19.60679231,40.08541301,44.6236108
16.5,1.5,-18.43079631,41.64471167,45.54092953
17,1.5,-18.88206665,41.1286768,45.25594432
17.5,1.5,-19.31855955,42.46027042,46.64848666
18,1.5,-18.56000072,43.62345316,47.40758687
18.5,1.5,-21.04863843,43.65107262,48.46092571
19,1.5,-19.69755541,43.7671002,47.99534091
19.5,1.5,-19.01525066,44.46341723,48.35881749
20,1.5,-17.94226262,44.05104671,47.56489781
20,1,6.754744214,47.98935661,48.46240726
19.5,1,4.504388162,48.90435935,49.11136199
19,1,5.993527145,49.37830076,49.74071726
18.5,1,11.85023177,48.11791965,49.55564735
18,1,11.36985662,47.33076955,48.67725738
17.5,1,11.887784,46.2992403,47.80103619
17,1,10.60053721,45.25937851,46.48422025
16.5,1,12.25703173,44.55195067,46.2072628
16,1,14.21582678,43.88564458,46.13067885
15.5,1,14.67793406,43.39112478,45.80645651
15,1,14.46733628,42.7530783,45.13457126
14.5,1,13.69304822,42.78772257,44.92536891
14,1,16.15533566,41.72248579,44.74104034
13.5,1,13.08590714,41.71101903,43.71555872
13,1,10.74081934,41.0343784,42.41680576
12.5,1,11.40907399,40.03257971,41.62660696
12,1,10.74441182,40.07517576,41.49050611
11.5,1,13.38722664,39.1048997,41.33292898
11,1,11.05767717,39.35733726,40.88119642
10.5,1,11.8054452,39.19228283,40.93169395
10,1,10.24561764,39.51071641,40.8175133
9.5,1,12.68354297,38.24139664,40.28990791
9,1,10.7454595,38.23401776,39.71529949
8.5,1,12.34411385,37.92947664,39.88762145
8,1,6.791471074,39.80061124,40.37589299
7.5,1,6.771187433,40.04865631,40.61703893
7,1,1.844543978,41.73689942,41.77763894
6.5,1,2.864510501,42.75419739,42.85005035
6,1,2.374769452,43.18386181,43.24910925
5.5,1,5.212231768,42.79422167,43.11047168
5,1,6.444651201,43.30298249,43.77992487
4.5,1,5.571947497,43.78639703,44.13949664
4,1,5.167903921,44.55360621,44.85232499
3.5,1,9.627194559,44.49978657,45.52926399
3,1,10.77397557,44.19751986,45.49174992
2.5,1,8.838487209,44.17726667,45.05274405
2,1,6.524044283,44.29164098,44.76955008
1.5,1,3.512991311,44.75177122,44.88944347
1,1,4.25141017,44.81148971,45.01271041
0.5,1,4.91738269,45.88426363,46.1470075
0,1,4.784260467,46.20681988,46.45384108
0,0.5,-31.69802045,34.30555489,46.70798215
0.5,0.5,-31.90307222,33.48210804,46.24778455
1,0.5,-25.88107049,36.200054,44.5002665
1.5,0.5,-27.9478831,34.84423237,44.66771428
2,0.5,-26.64354325,36.16398166,44.91894886
2.5,0.5,-26.25036861,36.14192371,44.66901053
3,0.5,-27.58294364,36.19433167,45.50657562
3.5,0.5,-27.35832495,35.23066086,44.60580017
4,0.5,-25.42961031,35.2562254,43.47029457
4.5,0.5,-26.4894366,33.98033935,43.08542345
5,0.5,-24.38206667,35.02191387,42.67340655
5.5,0.5,-25.07907245,33.79733939,42.0858649
6,0.5,-24.11455992,33.48607157,41.26534853
6.5,0.5,-23.90129982,32.84495617,40.62097093
7,0.5,-23.65038946,32.25653589,39.99781281
7.5,0.5,-21.8849053,32.46769714,39.15482649
8,0.5,-22.17153061,33.61058056,40.26472272
8.5,0.5,-19.29156643,36.00383192,40.84654757
9,0.5,-19.40685162,34.61251394,39.68188517
9.5,0.5,-18.07762273,34.66123248,39.09221764
10,0.5,-20.02230499,33.23460842,38.79989554
10.5,0.5,-18.62043084,33.57324324,38.39118527
11,0.5,-20.28395078,33.2111701,38.91555575
11.5,0.5,-18.89979916,34.8893405,39.6795727
12,0.5,-18.28126386,37.01869173,41.28665821
12.5,0.5,-16.73932826,37.73356657,41.27986382
13,0.5,-18.94928977,37.01726819,41.585499
13.5,0.5,-19.40775326,36.88627294,41.68042727
14,0.5,-20.82299693,37.83831753,43.18952969
14.5,0.5,-22.34152836,37.41899591,43.58124762
15,0.5,-22.49331716,38.12881743,44.26913186
15.5,0.5,-21.94475248,38.56847988,44.37454001
16,0.5,-21.36196433,38.94225734,44.41658391
16.5,0.5,-19.49555905,40.45209105,44.90488273
17,0.5,-23.97263733,39.69128813,46.36901653
17.5,0.5,-25.47925715,41.067082,48.32905719
18,0.5,-25.35995742,40.885791,48.11211226
18.5,0.5,-22.85016638,43.05138875,48.73963661
19,0.5,-22.19983113,43.19650528,48.56717586
19.5,0.5,-21.20514594,42.89319929,47.84856069
20,0.5,-25.29142247,40.19019215,47.48586733
20,0,-1.839471227,47.27573702,47.31150986
19.5,0,-2.655608232,48.56681102,48.63936048
19,0,-2.747159218,49.44308592,49.51934601
18.5,0,0.873291995,49.48820185,49.49590651
18,0,4.720455065,49.00646343,49.23328299
17.5,0,3.66085823,47.00375326,47.14609956
17,0,3.205393662,45.96804295,46.07966494
16.5,0,1.557189704,45.0767037,45.1035925
16,0,1.719825229,44.82763546,44.86061413
15.5,0,4.068625368,44.45713111,44.64291902
15,0,4.642791918,43.5814255,43.82802945
14.5,0,3.318064757,42.50916046,42.63846006
14,0,0.984680939,41.65871612,41.67035187
13.5,0,0.793726529,40.37839965,40.38620012
13,0,2.611325267,39.77251061,39.8581437
12.5,0,5.722749313,39.10041395,39.51698661
12,0,7.343037384,39.81927712,40.49067829
11.5,0,4.622245943,38.90485256,39.17847253
11,0,4.231797742,37.45233729,37.69065774
10.5,0,3.570178501,36.97108913,37.14306942
10,0,3.989557515,37.68495539,37.89554633
9.5,0,5.305159825,36.82389504,37.20408535
9,0,4.91266247,40.92079,41.21462491
8.5,0,8.92453906,42.76580329,43.68708423
8,0,7.554342162,40.52876438,41.22679745
7.5,0,2.572772361,40.1650731,40.24738818
7,0,4.581030395,39.18197768,39.44886835
6.5,0,5.165118939,39.07836617,39.4182338
6,0,4.484830014,38.7303303,38.98912906
5.5,0,5.338038932,40.05984203,40.41392833
5,0,9.33439065,40.51313353,41.5745696
4.5,0,6.334173488,41.993748,42.46877235
4,0,1.586290693,43.05904623,43.08825572
3.5,0,3.049590841,43.84246921,43.94840283
3,0,1.945370592,44.31446118,44.35714076
2.5,0,4.925406553,43.51048604,43.78837774
2,0,4.257591108,43.84683061,44.05305479
1.5,0,2.939417553,43.74669296,43.84533408
1,0,1.524007904,44.0094215,44.03580112
0.5,0,3.613941806,45.44031166,45.58379646
0,0,5.31362447,46.1536389,46.45850825
