#pos_x,pos_y,vertical,horizontal,magnitude
6.5,3,-30.3523271,33.25205525,45.02180514
7,3,-31.69376981,33.10844753,45.83300494
7.5,3,-31.34883625,32.21385308,44.94977046
8,3,-31.07349655,32.51096567,44.97249245
8.5,3,-30.61019609,32.19713896,44.4256667
9,3,-29.83503977,34.45580366,45.57775778
9.5,3,-30.34642906,33.51072456,45.20922934
10,3,-29.97188638,32.82796767,44.4521027
10.5,3,-27.93478407,34.66919198,44.52308428
11,3,-26.74224389,33.77474619,43.07993835
11.5,3,-25.85621996,33.3302327,42.18351008
12,3,-23.12054684,35.78722639,42.60616456
12.5,3,-23.39471251,34.97063528,42.07443292
13,3,-24.53196068,35.23442428,42.93345722
13.5,3,-24.91157094,36.02700426,43.80104339
14,3,-26.45125865,36.1101847,44.7617529
14.5,3,-27.51506147,36.699256,45.8684423
15,3,-25.36305142,37.05911623,44.90726526
15.5,3,-26.0320863,40.02358418,47.7447045
17,3,-29.27489228,31.94889127,43.33302402
17.5,3,-29.85497688,32.72589467,44.29789867
18,3,-27.57079588,35.39142655,44.86314589
18.5,3,-26.56790888,36.93502054,45.49779692
19,3,-25.46164867,38.44497518,46.11194714
19.5,3,-25.35534793,38.77930259,46.33279593
20,3,-26.46927916,38.09264548,46.3861227
20,3.5,1.424065708,43.65932927,43.68254795
19.5,3.5,-6.211046968,44.01222054,44.4483145
19,3.5,-3.887264778,44.03494973,44.20619442
18.5,3.5,-3.099659702,43.76924135,43.87886027
18,3.5,-3.668591618,44.48383312,44.63485155
17.5,3.5,-5.037660493,43.44451641,43.73561511
17,3.5,-1.053629046,44.06087637,44.0734723
16.5,3.5,-0.350018957,43.17141935,43.17283824
16,3.5,-0.081135441,43.85942208,43.85949713
15.5,3.5,1.816496778,46.73418689,46.769476
15,3.5,-2.257659677,46.52336957,46.57811657
14.5,3.5,3.034291284,46.34971755,46.44893153
14,3.5,4.702704315,46.00444367,46.24418088
11.5,3.5,3.817617667,44.19567219,44.36024848
13,3.5,2.937138084,43.77972017,43.8781344
12.5,3.5,1.998867569,42.72163016,42.76836629
12,3.5,-0.909092091,42.0575664,42.06739046
11.5,3.5,-1.772711243,43.23993217,43.27625492
11,3.5,-3.888787358,43.72652118,43.89910388
10.5,3.5,-4.78609414,45.27042635,45.52272178
10,3.5,-4.022322873,45.90901062,46.08488187
3.5,3.5,0.602042316,46.79757399,46.80144641
9,3.5,-0.666541315,47.29835982,47.30305613
8.5,3.5,1.157702168,47.4451361,47.45925846
8,3.5,1.526144619,46.44387979,46.46894756
7.5,3.5,0.678882815,46.41172773,46.41669261
7,3.5,0.275852981,47.11267917,47.11348675
6.5,3.5,3.751749761,45.89896013,46.0520376
6,3.5,4.263801634,46.03896546,46.23598539
5.5,3.5,4.088102505,45.11829623,45.30312612
5,3.5,2.174389842,45.55136521,45.60323282
4.5,3.5,2.881859989,45.06365656,45.15571126
4,3.5,0.844562595,46.78396472,46.79158729
3.5,3.5,-0.223597539,46.62444108,46.62497723
3,3.5,1.674135824,48.57114501,48.59998825
2.5,3.5,0.174384383,47.05904803,47.05937113
2,3.5,-1.837591541,46.80145258,46.83751388
1.5,3.5,0.787695413,46.16471828,46.17143791
1,3.5,1.058259025,46.73684699,46.74882649
0.5,3.5,2.239991053,45.02689495,45.08257788
0,3.5,3.684402915,44.67754005,44.82920264
0,4,-31.85784736,31.37182532,44.71145113
0.5,4,-31.31855775,33.24650417,45.67474247
1,4,-33.22173118,33.65630282,47.29090972
1.5,4,-31.12640161,35.59054518,47.28149515
2,4,-32.3339512,35.91505026,48.32572023
2.5,4,-32.04877928,36.04487619,48.23232685
3,4,-32.16300465,34.99616628,47.53094279
3.5,4,-32.02305234,35.96036357,48.15208853
4,4,-31.28341597,34.74771894,46.75527871
4.5,4,-29.96718928,35.40265637,46.38297653
5,4,-30.68832193,34.20053062,45.95051031
5.5,4,-30.19807419,34.61910201,45.93915442
6,4,-29.82931157,35.70873418,46.52850229
6.5,4,-31.43036949,35.46288793,47.38654394
7,4,-31.89983651,34.80635408,47.21315339
7.5,4,-31.74206328,34.94822063,47.21161623
8,4,-31.84454772,33.99896643,46.5833118
8.5,4,-31.03423978,35.67484681,47.28444494
9,4,-30.38245388,36.23887286,47.29005615
9.5,4,-32.06199053,34.35263911,46.99015908
10,4,-31.41400129,34.40460635,46.5888014
10.5,4,-29.28055911,34.40322295,45.17668526
11,4,-26.73357428,34.57592091,43.7055866
11.5,4,-29.94958482,30.92068458,43.04725736
12,4,-29.2591067,31.0451446,42.66024294
12.5,4,-29.15597335,31.10918361,42.63627665
13,4,-28.07165323,32.8362655,43.1999774
13.5,4,-28.69958327,34.9446992,45.21944363
14,4,-31.24788924,34.52926355,46.56930988
14.5,4,-32.76380948,33.06281651,46.54693381
15,4,-31.22882392,36.1498314,47.77080441
15.5,4,-26.8276478,36.4423302,45.25224985
16,4,-26.48268859,36.9016754,45.42099121
16.5,4,-28.74749022,36.24047232,46.2578645
17,4,-28.85499668,33.9218105,44.53425716
17.5,4,-29.00551784,33.61201627,44.39693348
18,4,-27.08475837,34.76277142,44.06851952
18.5,4,-25.25334092,35.29294369,43.39727067
19,4,-24.4660792,36.2217685,43.71047408
19.5,4,-24.60859369,35.21966781,42.96519387
20,4,-23.05589485,35.49939328,42.32943669
20,4.5,-7.516779761,40.41313519,41.10624617
19.5,4.5,-14.71455512,40.08797325,42.70320517
19,4.5,-8.621201558,42.43676754,43.30362982
18.5,4.5,-7.2139929,43.15260806,43.75144885
18,4.5,-7.588237669,43.33772729,43.99704487
17.5,4.5,-7.6732804,43.77708864,44.44449034
17,4.5,-5.548918449,44.80552264,45.14781673
16.5,4.5,-4.701670599,46.05014692,46.28954243
16,4.5,-0.055396885,46.46482845,46.46486148
15.5,4.5,-2.157534423,45.71480312,45.76568779
15,4.5,-10.64711684,44.03836255,45.30715698
14.5,4.5,-4.758422057,44.54375591,44.79719601
14,4.5,-5.272739614,44.08034486,44.39457834
13.5,4.5,-3.215901912,43.79304768,43.91096731
13,4.5,-5.667316076,42.29048387,42.66853053
12.5,4.5,-3.934401785,42.24894506,42.43174373
12,4.5,-8.930709177,41.4213618,42.37318468
11.5,4.5,-8.518841559,41.29515026,42.1646783
11,4.5,-8.196932214,42.15211329,42.94170878
10.5,4.5,-4.427029241,44.78278199,45.00106833
10,4.5,-3.021390878,45.89408141,45.993429
9.5,4.5,-5.211059031,46.32457332,46.61674838
9,4.5,-3.646153433,44.50322775,44.65234277
8.5,4.5,-2.560918607,46.05954871,46.13068753
8,4.5,-5.968366758,45.2624325,45.65423527
7.5,4.5,-5.118483603,46.17000492,46.45286028
7,4.5,-6.315818028,46.58608878,47.01226675
6.5,4.5,-3.382193794,47.13248486,47.25368096
6,4.5,-1.927191281,45.93544142,45.97585067
5.5,4.5,-0.899958346,45.3924199,45.40134039
5,4.5,-1.901798853,45.67451311,45.71408959
4.5,4.5,2.07315985,44.94683569,44.99462224
4,4.5,0.33562267,46.08694986,46.08817191
3.5,4.5,0.816430637,46.19295441,46.20016879
3,4.5,1.975554451,46.58050608,46.62238049
2.5,4.5,0.086368214,46.87642113,46.8765007
2,4.5,1.168418605,46.96824905,46.98278004
1.5,4.5,-4.187160003,44.59263693,44.78878852
1,4.5,-5.395336628,43.6144155,43.94686447
0.5,4.5,-2.914085367,44.34195901,44.43761045
0,4.5,-4.279579807,43.14495339,43.35668122
0,5,-33.94485976,27.12961384,43.45422248
0.5,5,-28.51461203,34.19873926,44.52681064
1,5,-31.6030104,30.51979423,43.93413372
1.5,5,-30.43676255,34.33001402,45.87969461
2,5,-30.50798638,33.26954349,45.13978021
2.5,5,-28.31480289,36.16984165,45.93457856
3,5,-29.85191528,35.76580109,46.58679398
3.5,5,-33.36680491,33.76628819,47.47110582
4,5,-33.61373013,32.97303768,47.08613455
4.5,5,-31.14461492,33.39229833,45.66215748
5,5,-31.48744738,33.12922036,45.70562968
5.5,5,-30.8996621,33.89568655,45.86618236
6,5,-30.04961055,37.01851454,47.67965512
6.5,5,-32.1745344,34.38918493,47.09370131
7,5,-33.01018805,33.026393,46.69491567
7.5,5,-30.02152372,33.99680654,45.35498585
8,5,-28.57886399,34.6933353,44.94862602
8.5,5,-28.74559763,34.82829521,45.15882561
9,5,-27.81638403,34.68894234,44.46429963
9.5,5,-28.54478227,34.7642734,44.9817663
10,5,-29.26155237,33.92820832,44.803591
10.5,5,-27.17042061,34.27917413,43.74121094
11,5,-28.42401996,31.39325566,42.34927876
11.5,5,-26.78929992,32.47646222,42.09972908
12,5,-28.98505636,30.61777259,42.1613744
12.5,5,-28.46520266,31.91979544,42.76845922
13,5,-27.20706145,32.72840134,42.56022141
13.5,5,-27.66874208,32.65153539,42.79815477
14,5,-30.06481693,32.42096628,44.21552071
14.5,5,-27.13469236,34.73943675,44.08083478
15,5,-29.80371019,34.18786969,45.35495094
15.5,5,-28.73725615,34.85606993,45.1749433
16,5,-29.48782289,34.17229031,45.13620635
16.5,5,-29.81191111,35.21593633,46.1401367
17,5,-30.66933212,33.71068297,45.5743138
17.5,5,-26.86531899,35.99939082,44.91883239
18,5,-27.90187621,34.31098685,44.22395861
18.5,5,-27.51297937,34.85274132,44.40357656
19,5,-27.16638973,34.6982732,44.06793499
19.5,5,-26.79472707,33.2915936,42.73508633
20,5,-24.75048115,32.88627637,41.15936699
20,5.5,-8.921854125,41.67128103,42.61566782
19.5,5.5,-15.2214463,40.64960059,43.40601866
19,5.5,-13.42573355,42.23174612,44.31445251
18.5,5.5,-8.979897256,43.14877119,44.07329134
18,5.5,-11.55880879,42.66145463,44.1996128
17.5,5.5,-13.40857303,41.79540786,43.89357525
17,5.5,-11.09779824,42.78531283,44.20117781
16.5,5.5,-8.475722581,42.54623653,43.38225578
16,5.5,-9.287265043,42.67713686,43.67598085
15.5,5.5,-9.205792265,41.54976902,42.55737206
15,5.5,-4.661911389,42.35189342,42.60770228
14.5,5.5,-5.896674855,41.83037006,42.24394198
14,5.5,-6.334416232,41.13956544,41.62437595
13.5,5.5,-4.941999559,40.80166196,41.09986592
13,5.5,-4.029171288,40.72623903,40.92506282
12.5,5.5,-10.84760198,38.51356547,40.01206311
12,5.5,-7.76752583,39.09305908,39.85726692
11.5,5.5,-7.956297796,40.41727416,41.19294509
11,5.5,-7.121099918,40.36725432,40.99055117
10.5,5.5,-9.584364331,40.74432129,41.85641835
10,5.5,-11.12182228,40.86139809,42.347949
9.5,5.5,-8.342205796,42.4121377,43.22478249
9,5.5,-8.646869981,42.63949856,43.50741544
8.5,5.5,-7.084073837,41.50429642,42.10452141
8,5.5,-9.078847513,41.81533483,42.78957466
7.5,5.5,-7.711256017,42.70003458,43.3907412
7,5.5,-7.668021935,43.25273414,43.92718487
6.5,5.5,-4.687940089,44.92437589,45.16831114
6,5.5,-5.247152441,45.07514175,45.37952195
5.5,5.5,-1.983777767,44.9614675,45.00521007
5,5.5,-1.63699661,44.49040362,44.52050957
4.5,5.5,-2.520334333,44.51199943,44.58329483
4,5.5,-2.266645786,43.33347479,43.39271506
3.5,5.5,-2.762546833,45.23440094,45.3186793
3,5.5,-2.657885602,44.6028836,44.68200512
2.5,5.5,-3.183487386,43.95073907,44.06588314
2,5.5,-1.353164589,43.69594999,43.71689719
1.5,5.5,2.165989555,42.32817219,42.38355426
1,5.5,-1.173836782,41.67822796,41.69475481
0.5,5.5,-1.266571326,42.39935808,42.41827163
0,5.5,-3.569657723,42.36421973,42.51434546
0,6,-32.35903595,27.86465321,42.7029988
0.5,6,-29.98975292,28.93163195,41.67042845
1,6,-30.83842304,28.38621639,41.91402649
1.5,6,-30.24051724,31.18757322,43.44138126
2,6,-29.50390966,31.16672423,42.91672616
2.5,6,-29.03032673,32.88946959,43.8688623
3,6,-27.48445846,36.08265094,45.35805503
3.5,6,-28.13980703,34.16045543,44.25816823
4,6,-29.71299703,33.34027552,44.65911065
4.5,6,-29.91823657,32.40439379,44.10380501
5,6,-30.22147343,32.97292179,44.72751981
5.5,6,-30.49274994,33.31407946,45.16232599
6,6,-28.40266327,35.00020055,45.07466383
6.5,6,-30.29112658,33.32281079,45.03289984
7,6,-28.6602043,32.77597923,43.539317
7.5,6,-28.56715686,30.5123229,41.79813751
8,6,-27.5936166,32.66714942,42.76155199
8.5,6,-27.31892711,31.3079136,41.55128437
9,6,-29.16340187,32.53216261,43.69033775
9.5,6,-27.28021994,32.96196794,42.78670039
10,6,-29.01256497,31.59137431,42.8922354
10.5,6,-28.86458361,30.52766375,42.01312225
11,6,-28.09902499,31.6202133,42.30121859
11.5,6,-30.35021418,27.72590846,41.10792503
12,6,-29.42838272,28.90933168,41.25262619
12.5,6,-28.66762803,27.6712261,39.84381571
13,6,-28.45979987,28.78967927,40.48216695
13.5,6,-28.5501575,29.88995347,41.33425712
14,6,-28.41807146,29.24612011,40.77894465
14.5,6,-28.80392452,29.01040456,40.88116487
15,6,-29.52977139,28.68323523,41.16716388
15.5,6,-28.50807669,30.15401231,41.49668535
16,6,-31.07231986,29.94135107,43.15059172
16.5,6,-30.90584387,30.74382309,43.59304811
17,6,-30.19701857,32.64505832,44.46976235
17.5,6,-30.56058815,32.58431702,44.67311567
18,6,-30.03327107,33.21712595,44.78141163
18.5,6,-28.68850488,34.73220326,45.04837684
19,6,-28.5323826,33.00861333,43.63101432
19.5,6,-29.72370603,33.05893072,44.45662606
20,6,-30.45153867,33.25075774,45.08779322
