0.000000000000000000e+00,4.414924154226444131e+00
1.000000000000000000e+00,3.611203874458631002e+00
2.000000000000000000e+00,3.241842760913260069e+00
3.000000000000000000e+00,3.028190667222845800e+00
4.000000000000000000e+00,2.872079799584641879e+00
5.000000000000000000e+00,2.739912684724510772e+00
6.000000000000000000e+00,2.641530606261530689e+00
7.000000000000000000e+00,2.562312175767550659e+00
8.000000000000000000e+00,2.476436535062279454e+00
9.000000000000000000e+00,2.421244842398436070e+00
1.000000000000000000e+01,2.373217956235131876e+00
1.100000000000000000e+01,2.311539414742834531e+00
1.200000000000000000e+01,2.260493007549222444e+00
1.300000000000000000e+01,2.222984096688034317e+00
1.400000000000000000e+01,2.192856124772871063e+00
1.500000000000000000e+01,2.159297495489679530e+00
1.600000000000000000e+01,2.133967243916673695e+00
1.700000000000000000e+01,2.112615647832858823e+00
1.800000000000000000e+01,2.083487205970377953e+00
1.900000000000000000e+01,2.048577917849685015e+00
2.000000000000000000e+01,2.009107967000869355e+00
2.100000000000000000e+01,1.990438858914769682e+00
2.200000000000000000e+01,1.960794786725768457e+00
2.300000000000000000e+01,1.934964409506007454e+00
2.400000000000000000e+01,1.914005526061479667e+00
2.500000000000000000e+01,1.900619305671837234e+00
2.600000000000000000e+01,1.887249763842238970e+00
2.700000000000000000e+01,1.850176519383833984e+00
2.800000000000000000e+01,1.827214147590459747e+00
2.900000000000000000e+01,1.819677156672757423e+00
3.000000000000000000e+01,1.787761174128044361e+00
3.100000000000000000e+01,1.783202865416360750e+00
3.200000000000000000e+01,1.764333686233891418e+00
3.300000000000000000e+01,1.752433009505815820e+00
3.400000000000000000e+01,1.718182799786998949e+00
3.500000000000000000e+01,1.704191688689284501e+00
3.600000000000000000e+01,1.667202910981643749e+00
3.700000000000000000e+01,1.673197220687099973e+00
3.800000000000000000e+01,1.635067794414496456e+00
3.900000000000000000e+01,1.619853248072985474e+00
4.000000000000000000e+01,1.650415597608763552e+00
4.100000000000000000e+01,1.587594394053950086e+00
4.200000000000000000e+01,1.575339486411747592e+00
4.300000000000000000e+01,1.551908040389644805e+00
4.400000000000000000e+01,1.540561699574211962e+00
4.500000000000000000e+01,1.529202023559124157e+00
4.600000000000000000e+01,1.548241536764663584e+00
4.700000000000000000e+01,1.516605661413385597e+00
4.800000000000000000e+01,1.695585384710583954e+00
4.900000000000000000e+01,1.498191683246214545e+00
5.000000000000000000e+01,1.518039034305840307e+00
5.100000000000000000e+01,1.475243660531472711e+00
5.200000000000000000e+01,1.450001780742908419e+00
5.300000000000000000e+01,1.442271847290548692e+00
5.400000000000000000e+01,1.420405043331717243e+00
5.500000000000000000e+01,1.423811847605296554e+00
5.600000000000000000e+01,1.408436141618912174e+00
5.700000000000000000e+01,1.388802486506621081e+00
5.800000000000000000e+01,1.399212454883367984e+00
5.900000000000000000e+01,1.495782099896409534e+00
6.000000000000000000e+01,1.386934566922702894e+00
6.100000000000000000e+01,1.433053316945367417e+00
6.200000000000000000e+01,1.478885893466205692e+00
6.300000000000000000e+01,1.367952931171012132e+00
6.400000000000000000e+01,1.394542982476056237e+00
6.500000000000000000e+01,1.348641025262601101e+00
6.600000000000000000e+01,1.348041797765903604e+00
6.700000000000000000e+01,1.348730161183473886e+00
6.800000000000000000e+01,1.354693210648474366e+00
6.900000000000000000e+01,1.334540183543400316e+00
7.000000000000000000e+01,1.341508386210043868e+00
7.100000000000000000e+01,1.332035296270394742e+00
7.200000000000000000e+01,1.349526948367158585e+00
7.300000000000000000e+01,1.347358874674526863e+00
7.400000000000000000e+01,1.336703797290308637e+00
7.500000000000000000e+01,1.383842011521807080e+00
7.600000000000000000e+01,1.312470929255445062e+00
7.700000000000000000e+01,1.350545535731931146e+00
7.800000000000000000e+01,1.298297345394791469e+00
7.900000000000000000e+01,1.277667654658456886e+00
8.000000000000000000e+01,1.271528338494156918e+00
8.100000000000000000e+01,1.312888382824626721e+00
8.200000000000000000e+01,1.285748877918350797e+00
8.300000000000000000e+01,1.338258675640203066e+00
8.400000000000000000e+01,1.253267691936153172e+00
8.500000000000000000e+01,1.265776779662587170e+00
8.600000000000000000e+01,1.342879384718426605e+00
8.700000000000000000e+01,1.277246534079567564e+00
8.800000000000000000e+01,1.233523452099030138e+00
8.900000000000000000e+01,1.250419604304554566e+00
9.000000000000000000e+01,1.338015129484732224e+00
9.100000000000000000e+01,1.241847828304705414e+00
9.200000000000000000e+01,1.191494380206330250e+00
9.300000000000000000e+01,1.202072313942863957e+00
9.400000000000000000e+01,1.195826244271726235e+00
9.500000000000000000e+01,1.251675647396506941e+00
9.600000000000000000e+01,1.204210866956515469e+00
9.700000000000000000e+01,1.239749261569380812e+00
9.800000000000000000e+01,1.197220273837635185e+00
9.900000000000000000e+01,1.217402967814034787e+00
1.000000000000000000e+02,1.292131050119730951e+00
1.010000000000000000e+02,1.235255044749267395e+00
1.020000000000000000e+02,1.266571016381389247e+00
1.030000000000000000e+02,1.144249581858825637e+00
1.040000000000000000e+02,1.146044439073480969e+00
1.050000000000000000e+02,1.119083445093955520e+00
1.060000000000000000e+02,1.138041544598274113e+00
1.070000000000000000e+02,1.124195267997443182e+00
1.080000000000000000e+02,1.162903184586605132e+00
1.090000000000000000e+02,1.121854724220629818e+00
1.100000000000000000e+02,1.169212907422412684e+00
1.110000000000000000e+02,1.181292666179260431e+00
1.120000000000000000e+02,1.171010509841342584e+00
1.130000000000000000e+02,1.118800717681921908e+00
1.140000000000000000e+02,1.097389870777866205e+00
1.150000000000000000e+02,1.117533180045004793e+00
1.160000000000000000e+02,1.384621110856006476e+00
1.170000000000000000e+02,1.245189404711408487e+00
1.180000000000000000e+02,1.126849848983046964e+00
1.190000000000000000e+02,1.055847305562796379e+00
1.200000000000000000e+02,1.070465982535221627e+00
1.210000000000000000e+02,1.069879781721223555e+00
1.220000000000000000e+02,1.093988954955645188e+00
1.230000000000000000e+02,1.051943628326261759e+00
1.240000000000000000e+02,1.068991965793819388e+00
1.250000000000000000e+02,1.166753530507867342e+00
1.260000000000000000e+02,1.041752864693749503e+00
1.270000000000000000e+02,1.036052984968643953e+00
1.280000000000000000e+02,1.046115225086492906e+00
1.290000000000000000e+02,1.381085293465220021e+00
1.300000000000000000e+02,1.034010568675385544e+00
1.310000000000000000e+02,1.024562238951517656e+00
1.320000000000000000e+02,1.010773470774028349e+00
1.330000000000000000e+02,1.252011862530580277e+00
1.340000000000000000e+02,1.126390032438802313e+00
1.350000000000000000e+02,1.000642011855369162e+00
1.360000000000000000e+02,1.013468153734907951e+00
1.370000000000000000e+02,1.014317994380147914e+00
1.380000000000000000e+02,1.118899854187392462e+00
1.390000000000000000e+02,1.516339210080603461e+00
1.400000000000000000e+02,1.083611347408182546e+00
1.410000000000000000e+02,1.107282364076762393e+00
1.420000000000000000e+02,1.027829055916344325e+00
1.430000000000000000e+02,1.027709664456383676e+00
1.440000000000000000e+02,1.004467761809555437e+00
1.450000000000000000e+02,9.769598219674701101e-01
1.460000000000000000e+02,9.796612274290851241e-01
1.470000000000000000e+02,1.110162659431892074e+00
1.480000000000000000e+02,1.143883790442544290e+00
1.490000000000000000e+02,9.638026485769020102e-01
1.500000000000000000e+02,9.640380847640512840e-01
1.510000000000000000e+02,9.663496744858638410e-01
1.520000000000000000e+02,9.618145477272429522e-01
1.530000000000000000e+02,9.618877590505249264e-01
1.540000000000000000e+02,9.570690175487722717e-01
1.550000000000000000e+02,9.664549995449615016e-01
1.560000000000000000e+02,1.394253774152165226e+00
1.570000000000000000e+02,1.011242470437932806e+00
1.580000000000000000e+02,9.710805710103734834e-01
1.590000000000000000e+02,9.373065538833171839e-01
1.600000000000000000e+02,9.776321332562336597e-01
1.610000000000000000e+02,9.296076186224584426e-01
1.620000000000000000e+02,9.280877965406451047e-01
1.630000000000000000e+02,9.320887574509904017e-01
1.640000000000000000e+02,9.308998274686293151e-01
1.650000000000000000e+02,1.138012500885180467e+00
1.660000000000000000e+02,1.047041880803430969e+00
1.670000000000000000e+02,9.690568616751208397e-01
1.680000000000000000e+02,1.046480285376686359e+00
1.690000000000000000e+02,9.214671730968087004e-01
1.700000000000000000e+02,9.147869590973716214e-01
1.710000000000000000e+02,9.097749132509469483e-01
1.720000000000000000e+02,9.178136336531049766e-01
1.730000000000000000e+02,9.066952215275232430e-01
1.740000000000000000e+02,1.005381701805996508e+00
1.750000000000000000e+02,9.320125211999703563e-01
1.760000000000000000e+02,1.032087179817889666e+00
1.770000000000000000e+02,9.121801956993117466e-01
1.780000000000000000e+02,9.180203253391306939e-01
1.790000000000000000e+02,9.062835733589995613e-01
1.800000000000000000e+02,9.155913282806728004e-01
1.810000000000000000e+02,1.031429761706320614e+00
1.820000000000000000e+02,9.089252706899536571e-01
1.830000000000000000e+02,8.909058581600799442e-01
1.840000000000000000e+02,1.008626372316175912e+00
1.850000000000000000e+02,8.856176703997106214e-01
1.860000000000000000e+02,8.788380885445554735e-01
1.870000000000000000e+02,8.701248015452709428e-01
1.880000000000000000e+02,8.936170786423863754e-01
1.890000000000000000e+02,8.817219658639116053e-01
