0.000000000000000000e+00,4.654941005468631765e+00
1.000000000000000000e+00,3.932345037110594355e+00
2.000000000000000000e+00,3.590779539861398195e+00
3.000000000000000000e+00,3.386506189599305383e+00
4.000000000000000000e+00,3.237308318643639993e+00
5.000000000000000000e+00,3.110852153701499923e+00
6.000000000000000000e+00,3.018519554417842254e+00
7.000000000000000000e+00,2.943548471129191491e+00
8.000000000000000000e+00,2.862847806511762183e+00
9.000000000000000000e+00,2.809484979658362303e+00
1.000000000000000000e+01,2.762169333262069149e+00
1.100000000000000000e+01,2.705041649890643551e+00
1.200000000000000000e+01,2.658340226797595740e+00
1.300000000000000000e+01,2.622161952386816264e+00
1.400000000000000000e+01,2.592138500071181628e+00
1.500000000000000000e+01,2.560791253399184786e+00
1.600000000000000000e+01,2.534996641394690720e+00
1.700000000000000000e+01,2.513471389120289334e+00
1.800000000000000000e+01,2.485805271847459696e+00
1.900000000000000000e+01,2.454017744107589216e+00
2.000000000000000000e+01,2.418018898081209400e+00
2.100000000000000000e+01,2.398836876079201819e+00
2.200000000000000000e+01,2.370607061639384838e+00
2.300000000000000000e+01,2.346334270431232216e+00
2.400000000000000000e+01,2.326499556375907218e+00
2.500000000000000000e+01,2.312698903339636569e+00
2.600000000000000000e+01,2.298374152851057062e+00
2.700000000000000000e+01,2.265313473046885573e+00
2.800000000000000000e+01,2.242917100926876461e+00
2.900000000000000000e+01,2.234409706566736986e+00
3.000000000000000000e+01,2.205473302248153633e+00
3.100000000000000000e+01,2.199220519392214523e+00
3.200000000000000000e+01,2.181135649114612551e+00
3.300000000000000000e+01,2.169033635700446716e+00
3.400000000000000000e+01,2.136941882964964012e+00
3.500000000000000000e+01,2.121832683978127410e+00
3.600000000000000000e+01,2.087591240574925955e+00
3.700000000000000000e+01,2.090971465631360271e+00
3.800000000000000000e+01,2.055874938474826497e+00
3.900000000000000000e+01,2.041261999625573420e+00
4.000000000000000000e+01,2.066117443841021029e+00
4.100000000000000000e+01,2.012902755800741073e+00
4.200000000000000000e+01,1.998810258800165718e+00
4.300000000000000000e+01,1.978013060029430337e+00
4.400000000000000000e+01,1.966632006217039264e+00
4.500000000000000000e+01,1.954663849898280459e+00
